"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","dec"
14,18311,10,0,15,35,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,1,1,0,"T"
8,146332,6,0,-15,40,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,1,0,"F"
9,48335,10,0,14,20,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
10,72023,12,0,-7,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"T"
12,53221,9,0,2,26,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,3,1,1,0,"T"
17,71429,9,0,32,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
27,85956,10,0,20,28,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,1,1,0,"F"
26,51811,9,0,-8,48,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
20,56024,9,0,4,28,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
16,32082,12,0,4,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"F"
30,8072,6,0,-24,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,"F"
12,66484,10,0,-35,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
30,84354,15,0,0,55,0,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,2,1,1,0,"T"
32,43142,10,0,-24,40,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,1,0,0,"F"
29,70224,10,0,0,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,0,0,"T"
18,34313,9,0,-5,40,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
14,38887,13,0,5,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"F"
30,65273,9,0,24,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
20,55827,12,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"T"
17,113639,15,943,-3,50,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,2,1,1,0,"F"
18,18053,9,0,-20,38,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
17,80628,9,0,-3,45,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
10,64699,10,0,-5,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
20,55955,7,0,-17,30,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,2,1,1,0,"F"
26,35243,9,0,2,28,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,"T"
15,77275,10,0,-22,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
20,115987,15,4695,-5,35,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,1,0,0,"T"
14,17400,9,0,-11,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,1,0,"F"
18,107718,2,0,-20,85,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,1,0,"F"
11,77028,10,0,-4,30,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
30,92345,9,0,9,60,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,1,1,0,"T"
24,62898,13,0,6,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"T"
31,60896,10,0,-7,45,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,2,1,0,0,"T"
12,56441,13,0,-18,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,3,1,0,0,"F"
15,21759,9,0,26,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
26,50242,10,0,-5,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
11,64006,9,0,0,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
18,47861,11,1367,-18,35,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,"F"
14,23207,12,0,-27,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"F"
30,71107,9,0,8,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
23,23585,4,0,18,50,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,0,"F"
12,71413,4,0,7,40,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,"F"
12,80792,9,0,10,30,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,"F"
16,65447,16,0,-1,45,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0,0,0,1,1,0,"T"
22,39512,5,0,0,40,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,2,0,1,0,"F"
12,36400,3,0,-5,40,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,2,1,1,0,"F"
28,30738,9,0,3,45,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,"F"
24,34581,4,0,-13,40,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,1,1,0,"F"
22,11745,9,0,-16,40,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,"F"
12,67668,4,0,-38,25,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,0,"F"
21,70483,14,0,4,45,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,1,1,0,"T"
24,15781,14,0,7,40,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,0,"T"
24,80306,7,0,0,35,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,"F"
22,54616,13,0,24,50,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
24,29715,9,0,-14,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,0,1,0,"T"
27,71997,14,-629,5,44,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,0,"T"
28,55294,9,0,19,50,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
12,41720,12,0,-38,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,"F"
19,33052,9,0,29,35,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,3,1,1,0,"F"
14,75963,13,0,14,40,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,"F"
12,68179,9,0,14,35,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
22,106546,9,0,-14,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,1,0,0,"F"
12,139202,3,0,11,40,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,"F"
19,116246,15,0,20,60,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,2,1,1,0,"F"
13,66880,10,0,-13,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
8,77571,6,198,15,30,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,1,0,"F"
20,130579,11,0,8,40,1,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,2,1,1,0,"F"
20,65086,10,0,9,40,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
10,50028,9,0,1,25,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,3,1,1,0,"F"
16,63952,10,0,10,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
18,97843,11,0,15,3,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,1,0,0,"F"
18,80384,11,0,0,40,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,1,1,0,"F"
23,71204,4,-531,20,24,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,"F"
22,61091,14,5008,10,32,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,0,0,"T"
12,12480,13,0,-15,50,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,0,"F"
24,37320,9,0,17,30,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,0,0,0,"F"
24,42370,9,0,19,50,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
28,71946,10,0,-48,60,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
23,91192,13,5008,-4,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
12,85833,9,0,-30,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,3,0,0,0,"F"
31,70047,11,0,-19,50,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,2,1,1,0,"T"
20,19448,10,0,1,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
9,26872,6,0,11,27,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,3,1,1,0,"F"
12,50028,10,0,-5,60,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,1,1,0,"F"
19,117100,10,0,-22,50,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,0,1,0,"F"
14,45662,12,0,3,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,"F"
22,18884,13,0,-24,52,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
24,37597,9,0,-5,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
21,33864,13,0,-9,60,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
16,20189,9,1137,-25,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
14,50984,9,0,-17,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
20,11042,13,0,-16,40,1,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
24,50362,9,0,9,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,"F"
26,21141,14,0,2,40,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,0,0,"T"
9,26015,7,0,-21,40,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,3,1,1,0,"F"
18,106297,12,0,3,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"F"
11,63494,10,0,0,48,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,3,1,0,0,"F"
22,12811,13,0,4,40,0,1,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,1,1,0,0,"T"
20,39574,8,0,39,40,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,1,0,"F"
14,11266,9,0,7,45,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
12,7655,13,0,28,35,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,3,1,1,0,"F"
13,63443,13,0,6,30,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"F"
21,31033,10,0,2,25,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,3,1,0,0,"F"
13,68867,7,0,0,30,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,1,1,0,"F"
28,36658,9,0,-10,40,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,"F"
24,134371,9,0,-9,32,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,0,0,0,"F"
29,69547,13,0,-18,40,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
20,100336,13,0,13,60,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
27,41197,9,1296,-2,35,1,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,0,0,"F"
14,111330,11,0,-9,40,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,3,1,0,0,"F"
18,22966,9,-710,0,40,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
20,28881,10,0,-18,50,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,1,0,"F"
34,53485,7,0,-22,40,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,"F"
13,60082,10,2563,-10,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
26,88313,13,0,9,45,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"F"
14,83951,13,0,17,35,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,2,0,0,0,"T"
28,64541,9,0,16,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,1,1,0,"F"
18,42190,9,0,-1,20,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,3,1,1,0,"F"
15,34988,5,0,-14,30,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,"F"
16,62520,15,1303,13,40,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,2,1,1,0,"F"
17,38244,12,0,-6,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,"F"
18,70358,10,0,-27,61,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
16,59541,13,4695,16,60,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,"T"
16,136391,13,0,-3,55,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,3,1,1,0,"F"
24,64337,14,0,-13,50,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,"T"
28,116637,12,0,13,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"F"
14,126853,9,0,1,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
28,79230,9,0,14,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
10,48373,10,0,-15,20,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,0,1,0,"F"
13,129952,9,0,5,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
20,38405,9,0,0,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
20,114055,9,0,-15,37,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,1,0,0,"F"
17,101873,9,0,0,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
30,79477,9,0,-8,38,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,1,1,0,0,"F"
16,37788,12,0,-7,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"F"
26,82945,13,0,-4,50,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,2,1,0,0,"T"
26,11765,9,0,-29,45,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,1,1,0,"F"
18,36047,14,5008,-5,45,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,0,"T"
18,62311,9,2563,13,50,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
20,71826,10,0,-8,43,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,1,0,"F"
13,67310,9,0,12,50,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
20,119899,13,5008,6,60,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
19,102895,13,0,-7,70,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
15,29912,9,-501,23,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
30,55210,9,-659,9,40,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
14,50984,9,0,9,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
8,31815,6,0,-13,15,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,3,1,1,0,"F"
27,68954,9,0,-10,36,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
10,99682,10,0,28,20,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,0,0,"F"
20,29635,13,0,30,40,0,0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,0,1,0,0,0,"F"
28,73254,9,0,-8,35,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,0,0,"F"
20,58547,10,0,24,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,0,0,"F"
36,82452,9,0,7,16,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
10,44661,10,0,8,20,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,3,1,0,0,"F"
22,62607,13,0,24,55,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
10,58502,9,0,-7,30,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,"F"
12,62503,10,0,8,40,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
25,63675,14,1550,16,70,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,"F"
12,64749,10,0,-13,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,1,0,"F"
24,34571,14,0,-36,40,0,0,1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,2,1,1,0,"T"
26,34960,9,0,0,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
20,120895,1,0,10,20,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,"F"
16,26715,9,0,-16,60,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
22,60812,13,0,-22,45,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"T"
16,73722,15,0,-5,35,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,1,0,0,1,0,0,"F"
14,89929,9,0,6,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
24,47827,9,0,0,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,1,0,0,"F"
20,151638,9,0,-4,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
26,138429,9,-634,6,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,0,1,0,"T"
9,23692,9,0,6,40,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,3,1,1,0,"F"
28,41658,9,9276,10,55,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,1,1,1,0,"T"
12,125707,10,0,13,25,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,1,1,0,0,"F"
19,74861,10,0,-13,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,"F"
26,205674,13,2563,-11,40,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,0,1,0,"T"
12,50682,13,0,9,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,3,1,0,0,"F"
14,109178,9,1303,11,40,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
32,59275,9,352,12,40,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
21,61032,10,0,-1,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,3,1,0,0,"F"
30,59350,9,0,22,38,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,0,0,0,"F"
23,52372,9,0,3,40,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
24,69180,4,0,-43,40,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,1,1,0,"F"
26,64753,10,1462,-3,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,0,0,"T"
24,83312,7,0,-3,8,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,3,1,1,0,"F"
18,45096,9,0,11,45,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
10,40438,6,0,9,40,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,3,1,1,0,"F"
19,112377,2,0,-3,40,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,"F"
14,202037,16,0,12,60,0,0,0,0,0,0,1,0,0,27,1,0,0,0,0,0,0,0,1,0,0,"T"
20,26803,13,0,-10,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"F"
28,60758,10,0,2,40,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
9,54596,9,0,-9,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,0,0,"F"
12,134259,5,0,7,12,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,3,1,1,0,"F"
26,48470,9,0,-7,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
10,19022,9,0,-20,45,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
18,75287,11,0,-8,40,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,2,1,1,0,"T"
11,84849,10,0,-16,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,0,0,"F"
8,51636,6,0,-8,10,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,3,1,0,0,"F"
26,27501,10,0,23,40,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
16,73355,13,4781,8,50,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"T"
16,58341,9,0,-8,37,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
18,79918,10,0,11,50,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,1,1,1,0,"F"
12,61198,11,0,10,20,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,3,1,1,0,"F"
16,33899,11,0,-14,40,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,2,1,0,0,"F"
18,136678,12,0,-12,45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"F"
20,44789,9,0,-3,35,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,3,1,0,0,"F"
13,59240,12,0,-30,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"F"
14,77551,13,0,24,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
13,56367,10,0,-10,40,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
12,104643,7,0,-2,40,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,1,1,0,"F"
18,38430,10,0,-11,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
10,38416,10,0,15,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,1,0,"F"
21,52475,13,0,-20,45,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,1,1,0,0,"F"
12,46168,9,0,-2,37,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,1,0,0,0,"F"
23,87020,14,-659,2,50,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,0,"T"
38,38734,9,0,4,33,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,1,1,0,0,"F"
16,111234,11,0,14,40,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,1,0,1,0,"F"
20,57077,13,0,-5,40,0,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"F"
10,32893,10,0,0,15,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
24,66911,13,0,35,45,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,1,0,0,0,"F"
32,63553,9,0,16,40,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,1,1,0,"T"
21,9798,10,0,-3,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
23,88779,11,0,7,40,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,1,1,1,0,"F"
10,39263,9,0,8,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,0,0,"F"
10,136410,9,0,2,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
28,159289,13,0,47,40,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
24,48832,10,0,-14,16,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,1,1,0,0,"F"
18,60461,11,1034,17,40,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,2,1,1,0,"T"
26,80449,9,0,-3,43,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,0,0,"F"
14,12147,15,0,-7,65,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,1,0,0,"T"
9,144810,9,0,-20,30,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
22,21544,9,5008,-4,50,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
25,55473,7,1225,-26,40,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,"F"
12,147070,9,0,-22,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
26,56455,10,0,21,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
